Adam Wieczorek,Record: 10-1-0,"6' 5""",250 lbs.,"81""",Orthodox,5-Feb-92,2.5,45%,45%,,0,0%,66%,0.7
Anthony Hamilton,Record: 15-9-0,"6' 5""",260 lbs.,"76""",Orthodox,14-Apr-80,3.91,65%,45%,,2.62,42%,78%,0
Dustin Poirier,Record: 24-5-0 (1 NC),"5' 9""",155 lbs.,"72""",Southpaw,19-Jan-89,5.59,49%,56%,,1.75,41%,69%,1.3
Anthony Pettis,Record: 21-7-0,"5' 10""",155 lbs.,"72""",Orthodox,27-Jan-87,2.78,45%,56%,,0.8,54%,58%,1.3
Matt Brown,Record: 23-16-0,"6' 0""",170 lbs.,"75""",Orthodox,10-Jan-81,3.78,53%,56%,,1.57,46%,63%,1.6
Diego Sanchez,Record: 29-11-0,"5' 10""",170 lbs.,"72""",Southpaw,31-Dec-81,2.75,36%,57%,,1.46,21%,50%,1
Andrei Arlovski,Record: 27-16-0 (1 NC),"6' 3""",240 lbs.,"77""",Orthodox,4-Feb-79,3.24,42%,57%,,0.53,34%,81%,0.3
Junior Albini,Record: 14-4-0,"6' 3""",264 lbs.,"74""",Orthodox,15-Mar-91,4.03,50%,53%,,0.77,50%,100%,0
Cezar Ferreira,Record: 14-6-0,"6' 1""",185 lbs.,"78""",Southpaw,15-Feb-85,1.84,42%,57%,,2.73,63%,93%,0.6
Nate Marquardt,Record: 38-19-2,"6' 0""",185 lbs.,"74""",Orthodox,20-Apr-79,2.71,49%,55%,,1.87,51%,70%,0.8
Raphael Assuncao,Record: 27-5-0,"5' 5""",135 lbs.,"66""",Orthodox,19-Jul-82,3.38,40%,70%,,1.4,36%,79%,0.3
Matthew Lopez,Record: 10-3-0,"5' 7""",135 lbs.,"69""",Southpaw,21-Jan-87,2.71,52%,56%,,3.13,57%,63%,1.4
Clay Guida,Record: 34-15-0,"5' 7""",155 lbs.,"70""",Orthodox,8-Dec-81,2.33,32%,65%,,3.43,37%,69%,0.7
Joe Lauzon,Record: 27-16-0,"5' 10""",155 lbs.,"71""",Orthodox,22-May-84,2.74,38%,54%,,2.34,45%,54%,2.1
Marlon Moraes,Record: 21-5-1,"5' 6""",135 lbs.,"67""",Orthodox,26-Apr-88,3.25,33%,64%,,0.47,25%,60%,0.5
John Dodson,Record: 21-9-0,"5' 3""",135 lbs.,"66""",Orthodox,26-Sep-84,3.43,41%,64%,,0.77,31%,81%,0
Tatiana Suarez,Record: 7-0-0,"5' 5""",115 lbs.,"67""",,19-Dec-90,4.15,66%,42%,,6.29,81%,0%,1.4
Viviane Pereira,Record: 13-2-0,"5' 1""",115 lbs.,"63""",Orthodox,28-Aug-93,2.7,30%,58%,,0.25,100%,28%,0.2
Sage Northcutt,Record: 11-2-0,"6' 0""",170 lbs.,"71""",Orthodox,1-Mar-96,3.58,52%,58%,,1.81,34%,41%,0.6
Michel Quinones,Record: 8-3-0,"5' 10""",155 lbs.,"73""",Orthodox,22-Dec-84,2.91,29%,48%,,0,0%,36%,0
Nina Ansaroff,Record: 9-5-0,"5' 5""",115 lbs.,"64""",Orthodox,3-Dec-85,4.82,47%,55%,,0.41,40%,80%,0.8
Angela Hill,Record: 8-5-0,"5' 3""",115 lbs.,"64""",Orthodox,12-Jan-85,5.79,51%,63%,,0.42,60%,74%,0
Sean Strickland,Record: 19-3-0,"6' 1""",170 lbs.,"76""",Orthodox,27-Feb-91,4.08,35%,66%,,1.46,57%,81%,0.5
Court McGee,Record: 19-7-0,"5' 11""",170 lbs.,"75""",Orthodox,12-Dec-84,4.83,35%,63%,,1.98,24%,60%,0.5
Jake Collier,Record: 11-4-0,"6' 3""",205 lbs.,"78""",Orthodox,25-Oct-88,4.15,39%,52%,,0.72,23%,67%,0.5
Marcel Fortuna,Record: 9-3-0,"6' 1""",205 lbs.,"74""",Orthodox,22-Oct-85,3.83,46%,64%,,0.45,8%,75%,0.5
Karl Roberson,Record: 6-1-0,"6' 1""",185 lbs.,"74""",Southpaw,4-Oct-90,2.99,72%,57%,,1.73,100%,50%,3.5
Darren Stewart,Record: 8-3-0 (1 NC),"6' 0""",185 lbs.,"74""",Orthodox,30-Dec-90,3.2,44%,59%,,2.59,42%,60%,0
Georges St-Pierre,Record: 26-2-0,"5' 11""",185 lbs.,"76""",Orthodox,19-May-81,3.78,53%,72%,,4.16,74%,83%,1.1
Michael Bisping,Record: 31-9-0,"6' 1""",185 lbs.,"75""",Orthodox,28-Feb-79,4.33,38%,65%,,1.05,43%,63%,0.3
TJ Dillashaw,Record: 17-3-0,"5' 6""",135 lbs.,"67""",Orthodox,7-Feb-86,5.38,41%,66%,,1.69,37%,86%,1
Cody Garbrandt,Record: 11-2-0,"5' 8""",135 lbs.,"65""",Orthodox,7-Jul-91,3.48,37%,66%,,1,33%,100%,0
Rose Namajunas,Record: 9-3-0,"5' 5""",115 lbs.,"65""",Orthodox,29-Jun-92,3.72,41%,60%,,2.34,59%,45%,0.9
Joanna Jedrzejczyk,Record: 15-2-0,"5' 6""",115 lbs.,"65""",Orthodox,18-Aug-87,6.44,47%,66%,,0.15,66%,82%,0
Stephen Thompson,Record: 14-3-1,"6' 0""",170 lbs.,"75""",Orthodox,11-Feb-83,3.45,42%,60%,,0.41,45%,78%,0
Jorge Masvidal,Record: 32-13-0,"5' 11""",170 lbs.,"74""",Orthodox,12-Nov-84,4.15,46%,67%,,1.73,58%,78%,0.4
Paulo Costa,Record: 12-0-0,"6' 1""",185 lbs.,"72""",,21-Apr-91,8.83,59%,50%,,0,0%,81%,0
Johny Hendricks,Record: 18-8-0,"5' 9""",185 lbs.,"69""",Southpaw,12-Sep-83,3.49,45%,53%,,3.83,46%,63%,0.3
James Vick,Record: 13-2-0,"6' 3""",155 lbs.,"76""",Orthodox,23-Feb-87,4.16,38%,62%,,0.32,33%,56%,0.8
Joe Duffy,Record: 16-3-0,"5' 10""",155 lbs.,"73""",Orthodox,18-Feb-88,3.07,34%,58%,,0.66,100%,71%,1
Mark Godbeer,Record: 13-4-0,"6' 4""",240 lbs.,"77""",Orthodox,22-Nov-83,3.97,53%,54%,,0,0%,28%,0
Walt Harris,Record: 11-7-0,"6' 5""",250 lbs.,"77""",Southpaw,10-Jun-83,2.99,38%,63%,,0.22,33%,75%,0.2
Ovince Saint Preux,Record: 23-11-0,"6' 3""",205 lbs.,"80""",Southpaw,8-Apr-83,2.69,46%,46%,,1.19,47%,65%,0.7
Corey Anderson,Record: 12-4-0,"6' 3""",205 lbs.,"79""",Orthodox,22-Sep-89,4.55,47%,59%,,5.48,52%,75%,0
Randy Brown,Record: 10-3-0,"6' 3""",170 lbs.,"78""",Orthodox,8-Jul-90,2.89,44%,55%,,0.99,41%,77%,0.6
Mickey Gall,Record: 5-1-0,"6' 2""",170 lbs.,"74""",Switch,22-Jan-92,1.47,52%,43%,,2.33,66%,50%,5.2
Curtis Blaydes,Record: 10-1-0 (1 NC),"6' 4""",265 lbs.,"80""",Orthodox,18-Feb-91,4.2,50%,56%,,6.82,57%,25%,0
Aleksei Oleinik,Record: 53-11-1,"6' 2""",240 lbs.,"80""",Orthodox,20-Jun-77,3.31,52%,50%,,2.95,44%,11%,2.6
Ricardo Ramos,Record: 12-1-0,"5' 9""",135 lbs.,"72""",Orthodox,1-Aug-95,3.36,42%,58%,,1.43,50%,72%,0.7
Aiemann Zahabi,Record: 7-1-0,"5' 8""",135 lbs.,"68""",Orthodox,19-Nov-87,3.34,41%,62%,,0,0%,72%,0
Derek Brunson,Record: 18-6-0,"6' 1""",185 lbs.,"77""",Southpaw,4-Jan-84,3.16,45%,50%,,2.88,32%,100%,0.6
Lyoto Machida,Record: 24-8-0,"6' 1""",185 lbs.,"74""",Southpaw,30-May-78,2.59,53%,61%,,1.21,65%,75%,0.4
Colby Covington,Record: 14-1-0,"5' 11""",170 lbs.,"72""",Orthodox,22-Feb-88,3.26,38%,57%,,5.63,51%,78%,0.2
Demian Maia,Record: 25-9-0,"6' 1""",170 lbs.,"72""",Southpaw,6-Nov-77,1.78,42%,64%,,2.5,25%,65%,1
Pedro Munhoz,Record: 16-3-0 (1 NC),"5' 6""",135 lbs.,"64""",Orthodox,7-Sep-86,4.79,41%,58%,,1.15,21%,71%,1.3
Rob Font,Record: 15-4-0,"5' 8""",135 lbs.,"71""",Orthodox,25-Jun-87,4.38,39%,63%,,1.13,29%,25%,0.9
Francisco Trinaldo,Record: 22-6-0,"5' 9""",155 lbs.,"70""",Southpaw,24-Aug-78,3.28,45%,59%,,1.22,47%,63%,0.5
Jim Miller,Record: 28-12-0 (1 NC),"5' 8""",155 lbs.,"71""",Southpaw,30-Aug-83,2.75,40%,59%,,1.66,40%,47%,1.9
Thiago Santos,Record: 18-6-0,"6' 0""",185 lbs.,"76""",Orthodox,7-Jan-84,4.59,47%,63%,,0.85,33%,72%,0.2
Jack Hermansson,Record: 17-4-0,"6' 1""",185 lbs.,"77""",Orthodox,10-Jun-88,4.49,54%,63%,,1.99,46%,69%,0.3
John Lineker,Record: 31-8-0,"5' 3""",135 lbs.,"67""",Orthodox,12-Jun-90,5.22,40%,56%,,0.52,60%,69%,0.6
Marlon Vera,Record: 11-5-1,"5' 8""",135 lbs.,"70""",Switch,2-Dec-92,3.21,43%,52%,,0.55,28%,70%,1.1
Vicente Luque,Record: 13-6-1,"5' 11""",170 lbs.,"75""",Orthodox,27-Nov-91,3.24,49%,57%,,1.58,50%,61%,1.1
Niko Price,Record: 12-1-0 (1 NC),"6' 0""",170 lbs.,"76""",Orthodox,29-Sep-89,2.45,29%,58%,,1.47,30%,75%,1.8
Antonio Carlos Junior,Record: 11-2-0 (1 NC),"6' 2""",185 lbs.,"79""",Orthodox,16-Mar-90,2.11,46%,54%,,3.75,46%,57%,1.1
Jack Marshman,Record: 22-7-0,"6' 0""",170 lbs.,"73""",Orthodox,19-Dec-89,3.49,33%,57%,,0,0%,16%,0
Jared Gordon,Record: 14-2-0,"5' 9""",155 lbs.,"68""",Orthodox,6-Sep-88,6.68,50%,68%,,3.41,42%,100%,0
Hacran Dias,Record: 23-6-1,"5' 8""",155 lbs.,"69""",Orthodox,16-Jun-84,2.08,41%,55%,,2.5,39%,76%,0.5
Elizeu Zaleski dos Santos,Record: 19-5-0,"5' 11""",170 lbs.,"73""",Orthodox,11-Dec-86,4.5,40%,62%,,0.39,10%,40%,0.6
Max Griffin,Record: 14-5-0,"5' 11""",170 lbs.,"76""",Orthodox,29-Nov-85,3.45,43%,54%,,0.26,25%,57%,0.3
Deiveson Figueiredo,Record: 15-0-0,"5' 5""",125 lbs.,"68""",Orthodox,18-Dec-87,2.25,54%,54%,,2.46,53%,50%,3.9
Jarred Brooks,Record: 13-2-0,"5' 3""",125 lbs.,"62""",Switch,2-May-93,2.32,43%,63%,,5.54,58%,66%,0.4
Marcelo Golm,Record: 6-1-0,"6' 3""",249 lbs.,"75""",Orthodox,15-Sep-92,5.49,66%,48%,,0.88,100%,100%,0.9
Christian Colombo,Record: 8-3-1,"6' 5""",265 lbs.,"80""",Orthodox,1-Jul-80,2.76,44%,42%,,0,0%,33%,0
Darren Till,Record: 17-0-1,"6' 0""",170 lbs.,"74""",Southpaw,24-Dec-92,2.67,46%,65%,,0.56,33%,83%,0
Donald Cerrone,Record: 33-11-0 (1 NC),"6' 1""",170 lbs.,"73""",Orthodox,29-Mar-83,4.12,47%,54%,,1.3,35%,72%,1.4
Karolina Kowalkiewicz,Record: 13-2-0,"5' 3""",115 lbs.,"64""",Orthodox,15-Oct-85,5.64,38%,57%,,0.15,14%,87%,0
Jodie Esquibel,Record: 6-4-0,"5' 3""",115 lbs.,"64""",Orthodox,7-May-86,4.87,40%,52%,,0,0%,87%,0
Jan Blachowicz,Record: 22-7-0,"6' 2""",205 lbs.,"78""",Orthodox,24-Feb-83,3.79,49%,52%,,1.57,52%,57%,0.3
Devin Clark,Record: 9-2-0,"6' 0""",205 lbs.,"75""",Orthodox,12-Apr-90,3.35,57%,41%,,3.36,48%,80%,0.3
Oskar Piechota,Record: 11-1-1,"6' 0""",185 lbs.,"76""",Southpaw,24-Jan-90,3.58,57%,58%,,1.12,50%,25%,2.8
Jonathan Wilson,Record: 7-3-0,"6' 2""",205 lbs.,"75""",Southpaw,17-Jul-87,2.92,48%,56%,,0.37,100%,80%,0
Marcin Held,Record: 23-7-0,"5' 9""",155 lbs.,"71""",Orthodox,18-Jan-92,1.41,34%,47%,,2.46,46%,37%,1.3
Nasrat Haqparast,Record: 9-2-0,"5' 10""",155 lbs.,"72""",Southpaw,22-Aug-95,4,43%,77%,,0.5,33%,78%,0
Brian Kelleher,Record: 19-9-0,"5' 6""",135 lbs.,"66""",Switch,19-Aug-86,5.06,45%,54%,,1.29,28%,84%,0.7
Damian Stasiak,Record: 10-6-0,"5' 5""",135 lbs.,"70""",Orthodox,20-Feb-90,1.86,36%,52%,,2.64,35%,43%,0.6
Ramazan Emeev,Record: 17-3-0,"5' 10""",185 lbs.,"76""",Southpaw,23-May-87,2.57,49%,73%,,2,26%,80%,0
Sam Alvey,Record: 33-10-0 (1 NC),"6' 2""",205 lbs.,"75""",Southpaw,6-May-86,3.1,45%,55%,,0.1,25%,84%,0.1
Andre Fili,Record: 18-6-0,"5' 11""",145 lbs.,"74""",Orthodox,25-Jun-90,3.72,36%,53%,,2.8,46%,69%,0.2
Artem Lobov,Record: 14-14-1 (1 NC),"5' 9""",145 lbs.,"65""",Southpaw,11-Aug-86,3.38,42%,49%,,0.45,25%,54%,0
Warlley Alves,Record: 13-3-0,"5' 11""",170 lbs.,"72""",Orthodox,4-Jan-91,2.88,46%,49%,,1.22,44%,80%,0.9
Salim Touahri,Record: 10-2-0,"5' 10""",170 lbs.,"72""",Orthodox,28-Sep-89,2.33,47%,60%,,0,0%,71%,0
Aspen Ladd,Record: 6-0-0,"5' 6""",135 lbs.,"66""",Orthodox,1-Mar-95,3.44,43%,35%,,1.99,100%,0%,0
Lina Lansberg,Record: 8-3-0,"5' 7""",135 lbs.,"65""",Orthodox,13-Mar-82,3.89,57%,48%,,0.67,22%,28%,0
Josh Emmett,Record: 13-2-0,"5' 6""",145 lbs.,"70""",Orthodox,4-Mar-85,3.89,37%,63%,,1.9,52%,50%,0.2
Felipe Arantes,Record: 18-10-1 (2 NC),"5' 8""",135 lbs.,"73""",Orthodox,9-Feb-88,2.37,45%,64%,,0.93,47%,41%,0.7
Tony Ferguson,Record: 24-3-0,"5' 11""",155 lbs.,"76""",Orthodox,12-Feb-84,5.09,42%,64%,,0.64,42%,76%,1.6
Kevin Lee,Record: 17-3-0,"5' 9""",155 lbs.,"77""",Orthodox,4-Sep-92,4.06,45%,52%,,3.33,42%,75%,1.1
Demetrious Johnson,Record: 27-3-1,"5' 3""",125 lbs.,"66""",Orthodox,13-Aug-86,3.43,54%,67%,,3.35,56%,65%,0.5
Ray Borg,Record: 11-3-0,"5' 4""",125 lbs.,"63""",Orthodox,4-Aug-93,1.31,48%,47%,,2.91,44%,39%,1.4
Fabricio Werdum,Record: 23-8-1,"6' 4""",231 lbs.,"77""",Orthodox,30-Jul-77,3.61,51%,56%,,1.65,30%,31%,1.1
Walt Harris,Record: 11-7-0,"6' 5""",250 lbs.,"77""",Southpaw,10-Jun-83,2.99,38%,63%,,0.22,33%,75%,0.2
Mara Romero Borella,Record: 12-5-0 (1 NC),"5' 6""",125 lbs.,"69""",Orthodox,3-Jun-86,4.58,37%,73%,,1.68,50%,100%,0.8
Kalindra Faria,Record: 18-8-1,"5' 7""",125 lbs.,--,Switch,23-Jul-86,2.23,56%,45%,,1.31,66%,20%,0.7
Beneil Dariush,Record: 14-4-1,"5' 10""",155 lbs.,"72""",Southpaw,6-May-89,4.04,47%,61%,,1.15,25%,78%,0.6
Evan Dunham,Record: 18-7-1,"5' 10""",155 lbs.,"70""",Southpaw,18-Dec-81,5.46,39%,61%,,1.84,32%,80%,1
Cody Stamann,Record: 17-1-0,"5' 6""",135 lbs.,"64""",Orthodox,9-Nov-89,5.67,51%,63%,,4,66%,92%,0
Tom Duquesnoy,Record: 16-2-0 (1 NC),"5' 7""",135 lbs.,"68""",Orthodox,21-Jun-93,3.83,45%,62%,,0.42,25%,46%,0
Lando Vannata,Record: 9-3-1,"5' 9""",155 lbs.,"71""",Orthodox,14-Mar-92,5.18,43%,51%,,1.67,50%,71%,0.3
Bobby Green,Record: 24-8-1,"5' 10""",155 lbs.,"71""",Orthodox,9-Sep-86,5,48%,63%,,1.03,25%,71%,0.2
Poliana Botelho,Record: 7-1-0,"5' 8""",115 lbs.,--,Orthodox,15-Dec-88,4.89,64%,52%,,0.96,100%,100%,0
Pearl Gonzalez,Record: 6-3-0,"5' 4""",115 lbs.,"68""",Orthodox,12-Aug-86,2.23,37%,57%,,1.04,11%,0%,0.5
Matt Schnell,Record: 12-4-0,"5' 8""",125 lbs.,"70""",Orthodox,15-Jan-90,3.64,35%,63%,,0.39,25%,54%,0.8
Marco Beltran,Record: 8-7-0,"5' 8""",125 lbs.,"69""",Orthodox,18-May-86,2.07,37%,63%,,0.7,50%,46%,0.2
John Moraga,Record: 19-7-0,"5' 6""",125 lbs.,"66""",Orthodox,20-Mar-84,2.57,43%,56%,,0.62,23%,44%,1.1
Magomed Bibulatov,Record: 14-1-0,"5' 5""",125 lbs.,"65""",Orthodox,22-Aug-88,3.37,44%,60%,,1.8,28%,100%,0
Brad Tavares,Record: 17-6-0,"6' 1""",185 lbs.,"74""",Orthodox,21-Dec-87,3.02,40%,55%,,1.04,27%,77%,0
Thales Leites,Record: 27-9-0,"6' 1""",185 lbs.,"78""",Orthodox,6-Sep-81,2.04,40%,53%,,2.11,26%,30%,1.2
Ovince Saint Preux,Record: 23-11-0,"6' 3""",205 lbs.,"80""",Southpaw,8-Apr-83,2.69,46%,46%,,1.19,47%,65%,0.7
Yushin Okami,Record: 35-11-0,"6' 2""",170 lbs.,"75""",Southpaw,21-Jul-81,2.14,39%,62%,,2.1,46%,84%,0.5
Jessica Andrade,Record: 18-6-0,"5' 1""",115 lbs.,"62""",Orthodox,25-Sep-91,6.42,51%,51%,,3.24,58%,75%,0.5
Claudia Gadelha,Record: 16-3-0,"5' 4""",115 lbs.,"63""",Orthodox,7-Dec-88,3.23,42%,57%,,3.94,52%,58%,1
Dong Hyun Kim,Record: 16-8-3,"5' 11""",155 lbs.,"70""",Orthodox,9-Sep-88,3.77,45%,53%,,1.67,60%,33%,0
Takanori Gomi,Record: 35-14-0 (1 NC),"5' 7""",155 lbs.,"70""",Southpaw,22-Sep-78,3.81,41%,60%,,1.23,65%,63%,0.8
Gokhan Saki,Record: 1-2-0,"6' 0""",205 lbs.,"73""",Orthodox,19-Oct-83,7.09,58%,53%,,0,0%,100%,0
Henrique da Silva,Record: 12-4-0,"6' 3""",205 lbs.,"76""",Orthodox,1-Sep-89,4,56%,42%,,0.33,25%,25%,0.3
Teruto Ishihara,Record: 11-6-2,"5' 7""",135 lbs.,"69""",Southpaw,23-Jul-91,3.21,45%,53%,,0.52,16%,32%,0
Rolando Dy,Record: 9-7-1 (1 NC),"5' 8""",145 lbs.,"69""",Orthodox,11-Aug-90,3.04,37%,52%,,0.3,20%,68%,0
Jussier Formiga,Record: 21-5-0,"5' 5""",125 lbs.,"67""",Orthodox,14-Apr-85,1.35,37%,65%,,1.84,37%,85%,0.7
Ulka Sasaki,Record: 21-5-2,"5' 10""",125 lbs.,"71""",Southpaw,7-Oct-89,2.12,40%,50%,,3.14,43%,37%,1.2
Keita Nakamura,Record: 33-9-2 (1 NC),"5' 11""",170 lbs.,"73""",Southpaw,22-May-84,2.21,36%,58%,,2,55%,62%,0.4
Alex Morono,Record: 14-5-0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,16-Aug-90,3.66,40%,64%,,0,0%,40%,0.6
Syuri Kondo,Record: 6-1-0,"5' 4""",115 lbs.,"66""",Orthodox,8-Feb-89,8.81,47%,70%,,0,0%,0%,0
Chanmi Jeon,Record: 5-2-0,"5' 5""",115 lbs.,"67""",Orthodox,28-Aug-97,6.23,31%,55%,,0,0%,0%,0
Shinsho Anzai,Record: 10-3-0,"5' 7""",170 lbs.,"70""",Orthodox,1-Dec-85,3.23,58%,45%,,1.83,16%,75%,0
Luke Jumeau,Record: 13-4-0,"5' 11""",170 lbs.,"72""",Orthodox,12-Feb-88,3.38,49%,54%,,0.33,100%,91%,0
Daichi Abe,Record: 6-2-0,"5' 11""",170 lbs.,"71""",Orthodox,27-Nov-91,3.8,33%,56%,,0.33,50%,0%,0
Hyun Gyu Lim,Record: 13-7-1,"6' 3""",170 lbs.,"77""",Orthodox,16-Jan-85,4.45,41%,51%,,0.23,100%,73%,0.2
Luke Rockhold,Record: 16-4-0,"6' 3""",185 lbs.,"77""",Southpaw,17-Oct-84,4.29,48%,58%,,0.71,40%,68%,1.2
David Branch,Record: 22-4-0,"6' 1""",185 lbs.,"78""",Orthodox,26-Sep-81,1.66,40%,56%,,2.17,33%,42%,0
Mike Perry,Record: 12-3-0,"5' 10""",170 lbs.,"71""",Orthodox,15-Sep-91,4.12,45%,58%,,0.7,50%,66%,0
Alex Reyes,Record: 13-3-0,"5' 11""",170 lbs.,"73""",Orthodox,2-Oct-86,4.56,46%,38%,,0,0%,0%,0
Anthony Smith,Record: 30-13-0,"6' 4""",205 lbs.,"76""",Orthodox,26-Jul-88,3.35,46%,46%,,0.5,27%,48%,0.8
Hector Lombard,Record: 34-9-1 (2 NC),"5' 9""",185 lbs.,"71""",Southpaw,2-Feb-78,3.02,45%,53%,,1.86,48%,82%,0.5
Gregor Gillespie,Record: 12-0-0,"5' 9""",155 lbs.,"71""",Orthodox,13-Nov-86,3.19,48%,56%,,7.01,47%,0%,1.2
Jason Gonzalez,Record: 11-4-0,"6' 2""",155 lbs.,"74""",Southpaw,28-Feb-90,2.81,39%,60%,,0,0%,37%,1.2
Kamaru Usman,Record: 13-1-0,"6' 0""",170 lbs.,"76""",Switch,11-May-87,3.64,48%,63%,,3.85,47%,100%,0.3
Sergio Moraes,Record: 13-4-1,"6' 0""",170 lbs.,"72""",Orthodox,23-Jul-82,2.81,45%,62%,,0.99,29%,75%,0.4
Justin Ledet,Record: 9-1-0 (1 NC),"6' 4""",205 lbs.,"80""",Orthodox,28-Sep-88,3.47,41%,49%,,0.32,50%,40%,0.3
Zu Anyanwu,Record: 14-5-0,"6' 1""",251 lbs.,"77""",Orthodox,5-Aug-81,2.47,42%,69%,,0.65,100%,0%,0
Olivier Aubin-Mercier,Record: 12-3-0,"5' 9""",155 lbs.,"70""",Southpaw,23-Feb-89,2.58,53%,57%,,2.97,35%,68%,0.7
Tony Martin,Record: 13-4-0,"6' 0""",170 lbs.,"73""",Orthodox,11-Dec-89,2.77,40%,57%,,1.11,25%,52%,1.2
Daniel Spitz,Record: 6-2-0,"6' 7""",245 lbs.,"82""",Orthodox,31-Jul-90,2.88,39%,51%,,1.18,66%,0%,0
Anthony Hamilton,Record: 15-9-0,"6' 5""",260 lbs.,"76""",Orthodox,14-Apr-80,3.91,65%,45%,,2.62,42%,78%,0
Uriah Hall,Record: 14-9-0,"6' 0""",185 lbs.,"79""",Orthodox,31-Jul-84,3.44,52%,52%,,0.93,38%,71%,0.3
Krzysztof Jotko,Record: 19-4-0,"6' 1""",185 lbs.,"77""",Southpaw,19-Aug-89,2.86,44%,59%,,1.12,37%,87%,0.1
Gilbert Burns,Record: 13-3-0,"5' 10""",155 lbs.,"71""",Orthodox,20-Jul-86,2.75,39%,57%,,2.23,36%,38%,0.9
Jason Saggo,Record: 12-4-0,"5' 11""",155 lbs.,"71""",Orthodox,23-Nov-85,2.5,39%,52%,,2.33,40%,23%,0
Amanda Nunes,Record: 16-4-0,"5' 8""",135 lbs.,"69""",Orthodox,30-May-88,4.55,51%,56%,,1.82,40%,79%,0.6
Valentina Shevchenko,Record: 15-3-0,"5' 5""",125 lbs.,"67""",Southpaw,7-Mar-88,3.31,52%,57%,,1.82,54%,73%,0.5
Rafael Dos Anjos,Record: 28-10-0,"5' 8""",170 lbs.,"70""",Southpaw,26-Oct-84,3.71,44%,64%,,2.11,40%,64%,0.7
Neil Magny,Record: 21-7-0,"6' 3""",170 lbs.,"80""",Orthodox,3-Aug-87,3.84,48%,56%,,2.83,47%,60%,0.3
Henry Cejudo,Record: 13-2-0,"5' 4""",125 lbs.,"64""",Orthodox,9-Feb-87,3.42,42%,67%,,2.31,35%,88%,0.1
Wilson Reis,Record: 22-9-0,"5' 4""",125 lbs.,"65""",Southpaw,6-Jan-85,1.82,29%,55%,,4.94,43%,47%,0.6
Ilir Latifi,Record: 15-5-0 (1 NC),"5' 10""",205 lbs.,"73""",Orthodox,28-Jul-83,2.37,42%,52%,,2.33,37%,100%,0.7
Tyson Pedro,Record: 7-2-0,"6' 3""",205 lbs.,"79""",Orthodox,17-Sep-91,2.63,60%,48%,,1,28%,57%,1.5
Jeremy Stephens,Record: 28-15-0,"5' 8""",145 lbs.,"71""",Orthodox,25-May-86,3.1,40%,59%,,1.16,36%,64%,0.4
Gilbert Melendez,Record: 22-7-0,"5' 9""",145 lbs.,"73""",Orthodox,12-Apr-82,3.51,33%,64%,,1.7,42%,71%,0.2
Ketlen Vieira,Record: 10-0-0,"5' 8""",135 lbs.,"68""",Orthodox,26-Aug-91,2.62,36%,56%,,2.21,57%,92%,0.8
Sara McMann,Record: 11-5-0,"5' 6""",135 lbs.,"66""",Orthodox,24-Sep-80,2.37,44%,47%,,4.67,64%,66%,0.5
Sarah Moras,Record: 5-4-0,"5' 7""",135 lbs.,"67""",,30-Apr-88,1.65,36%,46%,,0.94,18%,14%,1.2
Ashlee Evans-Smith,Record: 6-3-0,"5' 8""",125 lbs.,"67""",Orthodox,9-Jul-87,4.97,37%,61%,,1.14,27%,66%,0
Rick Glenn,Record: 21-5-1,"6' 0""",145 lbs.,"70""",Southpaw,12-Apr-89,4.19,43%,54%,,0.8,16%,65%,0.4
Gavin Tucker,Record: 10-1-0,"5' 6""",145 lbs.,"66""",Southpaw,17-Jun-86,2.6,31%,53%,,0.5,20%,42%,0.5
Alex White,Record: 12-4-0,"6' 0""",155 lbs.,"71""",Southpaw,22-Oct-88,3.87,40%,64%,,0.9,45%,70%,0.2
Mitch Clarke,Record: 11-5-0,"5' 10""",155 lbs.,"73""",Orthodox,24-Nov-85,2.35,34%,47%,,0.64,15%,50%,0.4
Arjan Bhullar,Record: 7-1-0,"6' 1""",245 lbs.,"75""",Orthodox,13-May-86,1.5,48%,68%,,2.05,75%,0%,0
Luis Henrique,Record: 10-4-0 (1 NC),"6' 2""",243 lbs.,"74""",Orthodox,21-Aug-93,1.76,41%,44%,,2.85,36%,50%,1
Kajan Johnson,Record: 23-13-1,"5' 11""",155 lbs.,"75""",Orthodox,21-Apr-84,2.37,45%,61%,,1.86,37%,62%,0.2
Adriano Martins,Record: 28-9-0,"5' 10""",155 lbs.,"72""",Southpaw,16-Dec-82,1.8,38%,65%,,0.83,80%,81%,0.4
Alexander Volkov,Record: 30-6-0,"6' 7""",250 lbs.,"80""",Orthodox,24-Oct-88,4.84,58%,58%,,0.83,83%,73%,0.3
Stefan Struve,Record: 32-11-0,"6' 11""",265 lbs.,"84""",Orthodox,18-Feb-88,3.14,45%,47%,,0.54,50%,54%,1.8
Siyar Bahadurzada,Record: 24-6-1,"5' 11""",185 lbs.,"73""",Orthodox,17-Apr-84,3.49,49%,52%,,1.24,83%,68%,0.5
Rob Wilkinson,Record: 11-2-0,"6' 3""",185 lbs.,"80""",Orthodox,22-Feb-92,2.74,50%,39%,,4.47,25%,0%,0
Marion Reneau,Record: 9-4-1,"5' 6""",135 lbs.,"68""",Orthodox,20-Jun-77,3.41,41%,67%,,0.26,100%,52%,1.2
